Reporter Identifier	VALUE
ILMN_2396338	7.135
ILMN_1701216	9.917
ILMN_1768363	8.427
ILMN_1782004	8.295
ILMN_2074258	11.49
ILMN_1737662	6.292
ILMN_1706493	6.265
ILMN_1772312	6.547
ILMN_1701170	6.714
ILMN_1651826	7.151
ILMN_1686626	11.78
ILMN_1690576	6.965
ILMN_2357976	7.064
ILMN_2408179	7.981
ILMN_1760563	9.067
ILMN_1743137	10.52
ILMN_1705364	9.011
ILMN_2390416	9.831
ILMN_1742782	6.898
ILMN_2152402	9.366
ILMN_1668822	6.61
ILMN_1690241	6.894
ILMN_1763207	6.901
ILMN_2321064	9.768
ILMN_2258383	6.487
ILMN_1683300	6.917
ILMN_1742230	10.76
ILMN_1658327	8.145
ILMN_1696692	6.874
ILMN_1680831	9.763
ILMN_1676318	6.742
ILMN_1720850	9.098
ILMN_1729645	6.529
ILMN_1734929	6.319
ILMN_1800590	8.591
ILMN_1741985	8.439
ILMN_2166972	7.278
ILMN_2230035	9.977
ILMN_1767612	10.22
ILMN_1762466	9.503
ILMN_2299737	6.839
ILMN_1663592	6.71
ILMN_1711053	6.637
ILMN_1703111	7.471
ILMN_1776656	7.294
ILMN_1775012	8.147
ILMN_2257833	9.102
ILMN_2377056	6.493
ILMN_1794956	7.31
ILMN_2352159	6.494
ILMN_1745415	10.83
ILMN_1804268	6.379
ILMN_1790455	6.287
ILMN_1705653	6.195
ILMN_2320280	6.637
ILMN_1680300	7.362
ILMN_2246131	6.517
ILMN_1732154	6.344
ILMN_1697642	10.15
ILMN_1715928	6.438
ILMN_1705568	6.543
ILMN_2342084	10.17
ILMN_2266334	6.436
ILMN_1737380	8.204
ILMN_1812403	11.99
ILMN_1672596	8.501
ILMN_1763638	7.598
ILMN_1733042	6.796
ILMN_2136147	6.658
ILMN_1751760	8.38
ILMN_2148452	7.288
ILMN_2054510	6.524
ILMN_1808059	8.424
ILMN_2325506	8.658
ILMN_2248912	6.864
ILMN_1766169	6.526
ILMN_1695110	10.18
ILMN_1771966	11.97
ILMN_1811188	10.38
ILMN_1786433	10.13
ILMN_1758090	7.494
ILMN_1796113	10.86
ILMN_2176592	10.73
ILMN_1685641	9.079
ILMN_1735979	10.96
ILMN_2390453	8.531
ILMN_1764166	8.907
ILMN_2259949	6.542
ILMN_1655433	7.953
ILMN_1693394	12.13
ILMN_1716446	7.557
ILMN_1704070	6.93
ILMN_2255133	6.146
ILMN_1659800	6.252
ILMN_1752899	6.44
ILMN_2342271	6.433
ILMN_1665761	6.838
ILMN_1667885	6.328
ILMN_1801119	6.68
ILMN_2363250	6.472
ILMN_1701120	6.625
ILMN_2246956	6.907
ILMN_1769229	6.554
ILMN_1654118	11.26
ILMN_1742410	7.014
ILMN_1749096	6.528
ILMN_1766541	6.364
ILMN_1774997	6.726
ILMN_2359627	6.467
ILMN_1731193	7.284
ILMN_2396982	9.659
ILMN_1752953	9.498
ILMN_2181445	11.8
ILMN_1664235	6.799
ILMN_1773925	6.519
ILMN_1717976	6.632
ILMN_2279645	6.18
ILMN_1694666	6.351
ILMN_1655722	6.707
ILMN_1746561	9.862
ILMN_1710514	7.562
ILMN_1746053	6.497
ILMN_1737314	9.939
ILMN_1651285	6.856
ILMN_1706886	7.02
ILMN_1665996	6.529
ILMN_2378081	6.91
ILMN_1754199	7.562
ILMN_2367275	8.938
ILMN_1788844	6.636
ILMN_2371147	8.944
ILMN_1701165	9.317
ILMN_1671715	8.304
ILMN_1704452	9.949
ILMN_1743966	7.127
ILMN_1775192	11.75
ILMN_2357272	9.854
ILMN_1690321	7.97
ILMN_1814686	6.291
ILMN_2335264	6.465
ILMN_1773117	9.918
ILMN_1712161	6.63
ILMN_1676241	7.495
ILMN_1767015	6.686
ILMN_1678260	6.511
ILMN_1669663	6.754
ILMN_1670398	6.87
ILMN_1680683	6.479
ILMN_1668907	6.46
ILMN_2333146	6.362
ILMN_1738529	9.584
ILMN_1678757	13.1
ILMN_1683471	6.389
ILMN_1677637	6.201
ILMN_1799280	8.561
ILMN_1673360	6.713
ILMN_1734611	6.891
ILMN_1684086	6.605
ILMN_1719820	6.208
ILMN_1793988	6.362
ILMN_1706644	6.726
ILMN_1761910	6.666
ILMN_1712712	6.496
ILMN_1809543	6.612
ILMN_1751276	6.327
ILMN_1687149	7.354
ILMN_1697923	6.108
ILMN_1733066	6.557
ILMN_1744822	10.08
ILMN_1668924	7.999
ILMN_1718982	7.302
ILMN_1755796	6.181
ILMN_2410182	6.255
ILMN_1796685	7.041
ILMN_1684042	8.881
ILMN_2060652	7.59
ILMN_1702637	9.253
ILMN_2234697	6.957
ILMN_2181892	11.34
ILMN_2351638	9.016
ILMN_1806473	6.364
ILMN_1804798	10.63
ILMN_1773504	6.552
ILMN_1814808	9.333
ILMN_1712608	6.554
ILMN_1690217	6.465
ILMN_1755818	7.486
ILMN_2206746	7.168
ILMN_1768534	9.397
ILMN_1726809	6.649
ILMN_1742787	6.713
ILMN_1699585	6.127
ILMN_1673590	6.562
ILMN_1708131	9.192
ILMN_1656638	6.087
ILMN_1813043	6.317
ILMN_2070521	6.165
ILMN_1719570	6.342
ILMN_1692973	6.698
ILMN_2362034	7.519
ILMN_1771268	6.425
ILMN_2380418	10.14
ILMN_2372413	7.737
ILMN_1763386	8.39
ILMN_2259495	6.523
ILMN_1770505	9.544
ILMN_2309245	9.227
ILMN_1674160	10.01
ILMN_1726342	6.501
ILMN_1708485	7.213
ILMN_1688489	6.455
ILMN_1768194	7.803
ILMN_2182704	10.78
ILMN_2405684	11.95
ILMN_1776181	7.714
ILMN_1681644	6.474
ILMN_1815361	7.452
ILMN_2349459	8.578
ILMN_1803124	6.843
ILMN_1801605	8.359
ILMN_2338849	6.371
ILMN_1674036	6.543
ILMN_1727144	6.537
ILMN_1805826	8.668
ILMN_2214098	8.814
ILMN_1675612	8.785
ILMN_1807331	6.429
ILMN_1668277	6.627
ILMN_1709484	6.699
ILMN_1721921	9.934
ILMN_2142935	6.414
ILMN_2157510	10.1
ILMN_1760530	6.577
ILMN_1679782	7.865
ILMN_1681242	6.472
ILMN_1699669	6.401
ILMN_1691436	10.71
ILMN_1797793	11.48
ILMN_2106656	10.36
ILMN_2106658	13.32
ILMN_1695354	6.966
ILMN_1787794	6.364
ILMN_1810239	6.61
ILMN_2308338	6.764
ILMN_1700915	11.26
ILMN_2295290	6.336
ILMN_1758542	6.407
ILMN_1800412	7.463
ILMN_1800776	6.418
ILMN_1798803	6.567
ILMN_1789994	6.449
ILMN_1791688	6.433
ILMN_1702755	6.193
ILMN_1722718	6.654
ILMN_2299045	7.333
ILMN_1811148	7.411
ILMN_1814200	6.633
ILMN_1707469	6.552
ILMN_1682661	6.733
ILMN_1740900	6.37
ILMN_1709734	6.433
ILMN_1693749	6.336
ILMN_1660552	6.483
ILMN_1747650	7.748
ILMN_1741566	6.774
ILMN_1761264	6.478
ILMN_2123415	7.515
ILMN_1702371	6.31
ILMN_1706957	8.601
ILMN_2095577	6.711
ILMN_1801658	6.786
ILMN_2070896	8.841
ILMN_1789095	8.927
ILMN_1772713	11.99
ILMN_1777854	6.251
ILMN_1796138	7.32
ILMN_1759892	6.357
ILMN_1672307	6.413
ILMN_1751465	6.566
ILMN_1679464	7.022
ILMN_2298301	6.499
ILMN_1655086	6.634
ILMN_1692748	6.343
ILMN_1656373	6.625
ILMN_1734410	8.324
ILMN_2318733	8.845
ILMN_1770803	10.66
ILMN_1724658	13.2
ILMN_2045419	8.876
ILMN_1718961	9.518
ILMN_1708513	7.029
ILMN_1699989	7.419
ILMN_1711170	6.42
ILMN_1773997	6.351
ILMN_1689172	6.957
ILMN_1728780	6.331
ILMN_1803956	6.225
ILMN_1730032	8.451
ILMN_1793966	7.938
ILMN_1782633	11.18
ILMN_1656382	7.07
ILMN_2298511	11.34
ILMN_1703894	7.216
ILMN_1659343	12.48
ILMN_1810680	9.188
ILMN_1786658	12.02
ILMN_2343010	12.18
ILMN_2258488	6.626
ILMN_2329759	6.217
ILMN_1759369	6.722
ILMN_1670746	6.424
ILMN_1781833	6.12
ILMN_1715583	12.05
ILMN_2147920	7.902
ILMN_1793049	6.548
ILMN_2352921	7.852
ILMN_1788764	6.33
ILMN_2352926	7.132
ILMN_1657746	11.14
ILMN_1766736	6.182
ILMN_1796928	6.03
ILMN_1708152	6.377
ILMN_1670091	6.378
ILMN_1712718	10.39
ILMN_1699179	6.42
ILMN_1688381	7.392
ILMN_1655210	6.4
ILMN_1798112	6.32
ILMN_2217056	6.583
ILMN_1652472	7.547
ILMN_1772034	6.457
ILMN_2311089	7.178
ILMN_1738027	7.421
ILMN_1666652	6.767
ILMN_1771065	6.961
ILMN_1677794	6.527
ILMN_1697546	8.992
ILMN_1730019	8.01
ILMN_1758918	12.7
ILMN_1785635	10.17
ILMN_1774134	6.615
ILMN_1736981	6.778
ILMN_1771061	6.444
ILMN_1696420	8.943
ILMN_2082810	10.84
ILMN_2349600	10.01
ILMN_1702335	6.173
ILMN_1701711	9.32
ILMN_1651405	10.88
ILMN_1811481	6.491
ILMN_1781085	6.583
ILMN_1750821	6.229
ILMN_1667928	10.11
ILMN_2247703	6.487
ILMN_2363489	9.525
ILMN_1778684	9.457
ILMN_1658805	6.566
ILMN_1736836	6.526
ILMN_1703686	7.935
ILMN_1800430	6.528
ILMN_1665554	9.816
ILMN_1781580	12.36
ILMN_1803570	6.879
ILMN_1800619	8.243
ILMN_1693410	9.936
ILMN_1797693	8.303
ILMN_1760757	6.697
ILMN_2398432	12.09
ILMN_1719165	8.177
ILMN_1775943	8.702
ILMN_2225511	6.635
ILMN_1727813	13.35
ILMN_1666967	8.929
ILMN_2226324	11.86
ILMN_1669308	8.358
ILMN_2365549	11.69
ILMN_1658800	9.28
ILMN_1756165	6.878
ILMN_2185845	7.332
ILMN_1708496	6.39
ILMN_2305249	6.731
ILMN_1675776	6.53
ILMN_1660400	6.265
ILMN_1714669	6.383
ILMN_1672871	6.519
ILMN_1656045	7.343
ILMN_2296011	6.552
ILMN_1805111	7.086
ILMN_1673518	8.481
ILMN_1801866	7.637
ILMN_1761915	7.156
ILMN_1662896	9.042
ILMN_2086222	10.11
ILMN_1757794	6.908
ILMN_1774596	13.19
ILMN_1734483	10.35
ILMN_1778374	11.67
ILMN_1730709	6.483
ILMN_1760246	7.074
ILMN_1726420	6.337
ILMN_1770161	6.497
ILMN_1723480	7.135
ILMN_1676842	10.88
ILMN_2411264	9.594
ILMN_1691927	9.171
ILMN_1809344	9.197
ILMN_1654153	6.693
ILMN_1674670	6.32
ILMN_1696582	6.319
ILMN_1705066	6.574
ILMN_1732885	9.091
ILMN_1809522	9.802
ILMN_1658231	6.915
ILMN_1707481	7.894
ILMN_1677684	6.903
ILMN_1713964	8.311
ILMN_1666653	6.506
ILMN_2334350	8.087
ILMN_1744725	10.84
ILMN_1687743	8.463
ILMN_2356745	6.516
ILMN_1757298	9.854
ILMN_2049900	6.342
ILMN_1796773	6.357
ILMN_1732271	7.164
ILMN_2081070	6.524
ILMN_1699728	8.837
ILMN_2319414	14.32
ILMN_1659762	14.18
ILMN_2245676	9.155
ILMN_2072140	10.58
ILMN_1759359	11.38
ILMN_1775743	13.09
ILMN_1770085	8.942
ILMN_1707339	10.26
ILMN_2154836	9.896
ILMN_1689154	6.318
ILMN_1662026	6.412
ILMN_1778536	6.606
ILMN_2099528	6.603
ILMN_1698953	6.342
ILMN_1783392	6.496
ILMN_2364852	9.755
ILMN_1752758	7.683
ILMN_2256894	6.774
ILMN_1721813	6.144
ILMN_1687888	6.375
ILMN_1802708	7.964
ILMN_1700067	7.235
ILMN_1676528	8.11
ILMN_2373831	8.519
ILMN_1688101	6.738
ILMN_1783795	6.453
ILMN_1660446	6.497
ILMN_2355786	6.319
ILMN_1663749	6.802
ILMN_1770709	6.518
ILMN_1676895	6.084
ILMN_1772976	6.759
ILMN_1815718	6.804
ILMN_1689438	6.888
ILMN_2202948	7.661
ILMN_1797307	7.601
ILMN_1693145	12.82
ILMN_1778764	9.304
ILMN_2245180	6.746
ILMN_2386100	9.967
ILMN_1749210	8.611
ILMN_1710697	12.17
ILMN_1702107	6.357
ILMN_1676294	6.876
ILMN_1689237	7.244
ILMN_1664167	12.08
ILMN_2155172	10.71
ILMN_1679800	11.69
ILMN_1655734	10.89
ILMN_1682792	10.23
ILMN_2111229	6.787
ILMN_1669208	6.454
ILMN_1730285	6.5
ILMN_1704760	9.219
ILMN_1714878	6.285
ILMN_1717982	6.954
ILMN_1793846	7.325
ILMN_1669554	6.317
ILMN_1676548	11.27
ILMN_1767556	6.775
ILMN_1738955	9.836
ILMN_1770399	6.692
ILMN_1654413	6.598
ILMN_1712854	6.405
ILMN_1783247	6.353
ILMN_1799204	6.72
ILMN_1652715	6.786
ILMN_1770130	6.134
ILMN_2159300	6.751
ILMN_1810462	6.059
ILMN_1680110	6.671
ILMN_1734010	7.071
ILMN_1761411	7.79
ILMN_1665508	7.087
ILMN_1767828	6.156
ILMN_1758153	6.495
ILMN_1704785	7.912
ILMN_1674046	6.557
ILMN_2100936	6.479
ILMN_1784933	6.373
ILMN_1717887	6.381
ILMN_1663649	6.604
ILMN_1791656	10.23
ILMN_1730047	6.343
ILMN_2071682	7.218
ILMN_1677311	6.579
ILMN_1701243	8.425
ILMN_1687478	6.684
ILMN_2231921	6.22
ILMN_1658830	7.499
ILMN_1674373	6.932
ILMN_2158594	7.879
ILMN_1723921	6.54
ILMN_1768339	6.563
ILMN_1772706	10.08
ILMN_2151056	10.54
ILMN_1684497	7.686
ILMN_1662470	10.57
ILMN_2202806	6.769
ILMN_1747741	6.292
ILMN_1749868	9.761
ILMN_1753490	8.511
ILMN_2375141	7.509
ILMN_1765480	6.564
ILMN_1742604	6.605
ILMN_1672711	6.554
ILMN_1681967	6.521
ILMN_1660288	6.976
ILMN_1792270	6.86
ILMN_1750338	7.372
ILMN_2128639	8.184
ILMN_1773497	6.428
ILMN_1759157	6.518
ILMN_2298611	6.407
ILMN_1665760	6.549
ILMN_2259520	6.051
ILMN_2344744	6.39
ILMN_2205963	6.466
ILMN_1708277	6.685
ILMN_1754660	8.692
ILMN_1672717	9.425
ILMN_2118472	13.06
ILMN_1754538	8.976
ILMN_2295346	6.296
ILMN_1718520	7.099
ILMN_1783873	6.794
ILMN_1765232	6.562
ILMN_1710207	8.086
ILMN_1678652	8.88
ILMN_1795563	6.59
ILMN_1768077	8.446
ILMN_1720898	6.678
ILMN_2097164	6.377
ILMN_1735292	6.442
ILMN_1664488	6.68
ILMN_1777591	9.958
ILMN_1719577	6.121
ILMN_1662791	6.78
ILMN_1720755	6.531
ILMN_2415617	6.571
ILMN_1742473	6.537
ILMN_1664741	6.749
ILMN_1738047	6.611
ILMN_1792110	8.661
ILMN_1838791	6.305
ILMN_2301163	7.299
ILMN_1671905	8.195
ILMN_1805603	6.456
ILMN_1757099	7.022
ILMN_1782861	6.459
ILMN_1788878	7.704
ILMN_2101719	7.102
ILMN_1665207	6.572
ILMN_1775423	8.187
ILMN_1680367	6.556
ILMN_1802702	6.533
ILMN_2183519	6.556
ILMN_1692568	6.573
ILMN_1781654	6.433
ILMN_1724517	6.27
ILMN_1783629	6.245
ILMN_1797104	6.753
ILMN_1702584	6.368
ILMN_1725594	11.01
ILMN_1802192	6.472
ILMN_2128967	11.18
ILMN_1811082	6.22
ILMN_1786759	13.21
ILMN_1708304	6.471
ILMN_2267365	7.276
ILMN_1788356	9.629
ILMN_2359029	9.876
ILMN_1665660	6.581
ILMN_1752988	11.21
ILMN_2077094	12.48
ILMN_1808163	8.77
ILMN_1812134	6.875
ILMN_1786872	7.531
ILMN_1680963	6.422
ILMN_1799053	6.396
ILMN_1652602	7.231
ILMN_1788756	6.372
ILMN_1789804	6.483
ILMN_1765039	6.461
ILMN_2133784	8.629
ILMN_1791968	6.296
ILMN_1673982	6.235
ILMN_1653836	6.209
ILMN_1782371	6.533
ILMN_1729842	6.493
ILMN_1803015	6.322
ILMN_1680102	6.581
ILMN_1767642	9.128
ILMN_2160718	7.226
ILMN_1696826	6.553
ILMN_1739345	11.02
ILMN_1724532	6.879
ILMN_1664773	7.031
ILMN_2341487	8.004
ILMN_1796440	6.599
ILMN_1726104	8.466
ILMN_2050790	7.853
ILMN_1674017	6.558
ILMN_2213297	10.14
ILMN_1664738	9.129
ILMN_2063051	6.523
ILMN_1706842	6.041
ILMN_1713402	8.388
ILMN_1728965	8.017
ILMN_1802649	8.499
ILMN_1815878	11.31
ILMN_1677080	8.068
ILMN_2073263	7.939
ILMN_1773148	7.699
ILMN_2268593	6.58
ILMN_1709050	6.429
ILMN_2243516	9.709
ILMN_1680659	6.449
ILMN_1767103	6.365
ILMN_2045800	7.398
ILMN_1732739	6.433
ILMN_1779163	9.177
ILMN_1757847	7.592
ILMN_2168520	6.946
ILMN_1683635	7.088
ILMN_2049693	9.323
ILMN_1793570	6.402
ILMN_1781419	9.495
ILMN_1656463	8.897
ILMN_1659017	9.062
ILMN_1798270	11.62
ILMN_2168079	6.154
ILMN_1669579	6.323
ILMN_2163051	7.864
ILMN_1759828	7.401
ILMN_1790637	10.29
ILMN_1790100	8.585
ILMN_1811437	6.359
ILMN_1777765	11.88
ILMN_2196335	8.401
ILMN_2196337	9.758
ILMN_1758537	6.425
ILMN_1804611	9.066
ILMN_2180371	10.62
ILMN_1709367	6.445
ILMN_1745497	10.84
ILMN_1787199	6.561
ILMN_1792671	9.061
ILMN_1788810	9.427
ILMN_2077733	8.535
ILMN_2122176	9.443
ILMN_2105923	9.339
ILMN_1772446	7.112
ILMN_2229922	7.963
ILMN_1726289	7.682
ILMN_1755414	6.326
ILMN_1757142	6.614
ILMN_1763311	6.543
ILMN_1751898	8.032
ILMN_1722880	6.328
ILMN_1809597	6.382
ILMN_1721569	6.467
ILMN_1713189	11.78
ILMN_1711720	6.131
ILMN_1737818	9.35
ILMN_2169856	8.824
ILMN_1772527	10.48
ILMN_1728435	8.893
ILMN_1798957	11.55
ILMN_1727055	9.816
ILMN_1654429	6.745
ILMN_2161556	8.092
ILMN_1791792	9.762
ILMN_1715567	6.153
ILMN_2105298	6.618
ILMN_1667857	11.18
ILMN_1706186	6.594
ILMN_1675616	6.375
ILMN_1770616	6.471
ILMN_1812191	13.37
ILMN_1727606	6.47
ILMN_2234710	7.849
ILMN_2234709	8.017
ILMN_1773927	6.569
ILMN_1804656	10.14
ILMN_1670355	6.501
ILMN_1774878	6.445
ILMN_2085659	6.482
ILMN_1658477	6.358
ILMN_1667510	10.17
ILMN_1696035	6.65
ILMN_2223350	7.649
ILMN_1658494	7.701
ILMN_2042792	6.493
ILMN_1773388	6.09
ILMN_2196550	6.291
ILMN_2391551	10.03
ILMN_1795128	9.574
ILMN_2285585	6.145
ILMN_1660754	8.634
ILMN_2206294	6.261
ILMN_1726054	6.698
ILMN_1682774	11.78
ILMN_1680178	6.33
ILMN_1736816	7.322
ILMN_1797475	6.279
ILMN_1693431	6.535
ILMN_1696048	6.299
ILMN_1761486	6.661
ILMN_1759486	6.296
ILMN_1755882	8.364
ILMN_1760613	6.828
ILMN_1700276	10.37
ILMN_1758093	6.888
ILMN_1740165	9.686
ILMN_2374076	9.017
ILMN_1769757	9.095
ILMN_1807667	6.546
ILMN_2083789	6.395
ILMN_1666208	8.918
ILMN_2204297	10.22
ILMN_1741331	10.01
ILMN_1660812	6.941
ILMN_1706305	10.82
ILMN_2055218	6.593
ILMN_1699091	6.825
ILMN_2265093	6.927
ILMN_1682102	6.815
ILMN_1777708	6.743
ILMN_1755677	10.53
ILMN_1771629	8.243
ILMN_1692588	6.941
ILMN_1704238	8.507
ILMN_1804908	6.539
ILMN_1712748	10.16
ILMN_2181883	9.406
ILMN_1758293	7.132
ILMN_1667839	9.375
ILMN_1726594	6.513
ILMN_1777487	8.282
ILMN_2186858	10.66
ILMN_1713744	8.911
ILMN_1734440	8.155
ILMN_2111918	12.13
ILMN_1680781	11.56
ILMN_2287082	6.229
ILMN_1781102	8.878
ILMN_2394193	9.777
ILMN_1684357	6.472
ILMN_2354269	9.268
ILMN_1686043	7.28
ILMN_1685781	9.104
ILMN_2193315	10.47
ILMN_1788787	6.267
ILMN_1669545	6.65
ILMN_1760222	6.201
ILMN_1806825	6.519
ILMN_1699676	8.977
ILMN_1740883	6.576
ILMN_2053281	7.682
ILMN_1667374	7.17
ILMN_1729596	7.189
ILMN_1762696	6.468
ILMN_1662895	6.697
ILMN_2078724	12.84
ILMN_1661945	14.3
ILMN_1721106	9.689
ILMN_1775121	6.558
ILMN_1669287	6.409
ILMN_1696708	11.94
ILMN_2114190	6.396
ILMN_1784464	6.829
ILMN_1711543	6.491
ILMN_1675577	7.694
ILMN_2393450	10.69
ILMN_1673846	6.427
ILMN_1728272	6.291
ILMN_1687718	6.221
ILMN_1756877	10.5
ILMN_1693951	6.553
ILMN_1689560	7.605
ILMN_2157709	8.341
ILMN_1799563	6.288
ILMN_1652722	10.87
ILMN_1698085	7.896
ILMN_1807728	6.431
ILMN_2394438	14.22
ILMN_1763603	8.478
ILMN_2287276	7.918
ILMN_1807031	7.494
ILMN_1779279	9.835
ILMN_1796377	6.385
ILMN_2138745	6.217
ILMN_2185077	6.681
ILMN_2185072	6.296
ILMN_1804396	10.77
ILMN_2297373	6.469
ILMN_2412922	7.493
ILMN_1763091	8.765
ILMN_1688031	6.299
ILMN_1806456	7.718
ILMN_2147345	7.326
ILMN_1668914	6.845
ILMN_1718925	6.427
ILMN_2154853	6.67
ILMN_1803300	6.33
ILMN_1670143	6.509
ILMN_1658628	6.583
ILMN_2194388	6.315
ILMN_1773017	6.328
ILMN_1790688	6.617
ILMN_1657111	7.93
ILMN_1750352	6.437
ILMN_1686082	9.371
ILMN_1653553	10.39
ILMN_1690443	9.665
ILMN_2134381	13.42
ILMN_1724897	9.242
ILMN_1771003	9.069
ILMN_2175465	13.29
ILMN_1657744	10.82
ILMN_1801053	6.48
ILMN_1737699	6.166
ILMN_1696031	7.939
ILMN_2372241	6.829
ILMN_1693344	6.657
